Student ID	Name	Faculty	Advisor's Name	Email	Phone Number	Date of Birth	Gender	Address	Semesters	Scholarship Amount	Clubs Attending	Password	Nationality	Advisor's ID
12220059	Lee	Jisoo	IBT	Omq	Minsoo	jisoo66@inha.edu	1	049517562	19980605	0				
12220060	Gulnoza	ISE	Mehdi	Voxgngtjkn	gulnoza28@inha.edu	1088533810	1	9960610	0	0				
12220061	Nguyen	Hoa	KLC	Hmtn	Daehyun	hoa21@inha.edu	1	052364142	19980223	0				
12220062	Jahongir	ISE	Mehdi	Tmvelerhil	jahongir87@inha.edu	1010954561	1	9970301	0	0				
12220063	Aizada	Nurlan	KLC	Fkrl	Daehyun	nurlan50@inha.edu	1	072179935	20010922	0				
12220064	Kim	Minho	IBT	Mko	Minsoo	minho65@inha.edu	1	072887270	20011224	0				
12220065	Lee	Jisoo	IBT	Ljn	Minsoo	jisoo49@inha.edu	1	091146670	19980816	0				
12220066	Kang	Seoyeon	IBT	Kim	Minsoo	seoyeon98@inha.edu	1	070362767	19980311	0				
12220067	Choi	Soojin	IBT	Ljn	Minsoo	soojin78@inha.edu	1	065751613	20031111	0				
12220068	Kobayashi	Riku	KLC	Ejqk	Daehyun	riku84@inha.edu	1	062583527	20001110	0				
12220069	Islom	ISE	Mehdi	Sludkdqghk	islom62@inha.edu	1055223013	1	9960603	0	0				
12220070	Kim	Minho	IBT	Rpt	Minsoo	minho19@inha.edu	1	054534420	19990825	0				
12220071	Jung	Donghyun	IBT	Qos	Minsoo	donghyun19@inha.edu	1	036039566	20030417	0				
12220072	Thuzar	Hnin	KLC	Hmtn	Daehyun	hnin54@inha.edu	1	034134124	19981110	0				
12220073	Kang	Seoyeon	IBT	Omq	Minsoo	seoyeon13@inha.edu	1	093758517	20000426	0				
12220074	Gulnoza	ISE	Mehdi	Sludkdqghk	gulnoza43@inha.edu	1020743303	1	9960422	0	0				
12220075	Jahongir	ISE	Mehdi	Rktcjcpfgj	jahongir12@inha.edu	1021018109	2	0010812	0	0				
12220076	Jung	Donghyun	IBT	Ljn	Minsoo	donghyun23@inha.edu	1	033571167	20050626	0				
12220077	Jahongir	ISE	Mehdi	Pirahandeh	jahongir66@inha.edu	1025492559	2	0040824	0	0				
12220078	Park	Hyunjin	IBT	Ljn	Minsoo	hyunjin90@inha.edu	1	014604917	19990324	0				
12220079	Park	Hyunjin	IBT	Mko	Minsoo	hyunjin25@inha.edu	1	061545847	20020619	0				
12220080	Gulnoza	ISE	Mehdi	Xqzipivlmp	gulnoza91@inha.edu	1020062387	1	9970906	0	0				
12220081	Azizbek	ISE	Mehdi	Wpyhohuklo	azizbek5@inha.edu	1095329045	1	9970226	0	0				
12220082	Islom	ISE	Mehdi	Voxgngtjkn	islom25@inha.edu	1055905133	2	0030616	0	0				
12220083	Meerim	Zhumagul	KLC	Hmtn	Daehyun	zhumagul81@inha.edu	1	019574999	20011220	0				
12220084	Dilnoza	ISE	Mehdi	Tmvelerhil	dilnoza99@inha.edu	1060534458	2	0030609	0	0				
12220085	Sarvar	ISE	Mehdi	Sludkdqghk	sarvar26@inha.edu	1043723659	2	0050402	0	0				
12220086	Adi	Putri	KLC	Ejqk	Daehyun	putri83@inha.edu	1	040894249	19950904	0				
12220087	Gulnoza	ISE	Mehdi	Qjsbiboefi	gulnoza92@inha.edu	1026902643	2	0030815	0	0				
12220088	Aung	Kyaw	KLC	Choi	Daehyun	kyaw58@inha.edu	1	055226809	19990714	0				
12220089	Park	Hyunjin	IBT	Ljn	Minsoo	hyunjin14@inha.edu	1	079441718	20000707	0				
12220090	Azizbek	ISE	Mehdi	Yr{jqjwmnq	azizbek23@inha.edu	1019879723	2	0050710	0	0				
12220091	Shohjahon	ISE	Mehdi	Xqzipivlmp	shohjahon64@inha.edu	1068105886	2	0000814	0	0				
12220092	Kang	Seoyeon	IBT	Rpt	Minsoo	seoyeon13@inha.edu	1	044127372	20040704	0				
12220093	Islom	ISE	Mehdi	Voxgngtjkn	islom78@inha.edu	1043267673	1	9970214	0	0				
12220094	Sarvar	ISE	Mehdi	Unwfmfsijm	sarvar34@inha.edu	1035466897	1	9950918	0	0				
12220095	Jahongir	ISE	Mehdi	Tmvelerhil	jahongir33@inha.edu	1050705465	2	0040924	0	0				
12220096	Choi	Soojin	IBT	Nlp	Minsoo	soojin41@inha.edu	1	080756172	20021004	0				
12220097	Kang	Seoyeon	IBT	Mko	Minsoo	seoyeon30@inha.edu	1	086587328	20011005	0				
12220098	Lee	Jisoo	IBT	Ljn	Minsoo	jisoo58@inha.edu	1	082623710	20000311	0				
12220099	Ziyoda	ISE	Mehdi	Pirahandeh	ziyoda33@inha.edu	1033288510	2	0051107	0	0				
12220100	Kim	Minho	IBT	Kim	Minsoo	minho46@inha.edu	1	046633903	19980127	0				
12220101	Meerim	Zhumagul	KLC	Dipj	Daehyun	zhumagul60@inha.edu	1	075019273	19991226	0				
12220102	Jahongir	ISE	Mehdi	Rktcjcpfgj	jahongir71@inha.edu	1077941549	1	9970626	0	0				
12220103	Kim	Minho	IBT	Nlp	Minsoo	minho61@inha.edu	1	015073062	19980601	0				
12220104	Jung	Donghyun	IBT	Omq	Minsoo	donghyun10@inha.edu	1	060192195	20010521	0				
12220105	Lee	Jisoo	IBT	Pnr	Minsoo	jisoo33@inha.edu	1	026552603	20010327	0				
12220106	Aibek	Temir	KLC	Inuo	Daehyun	temir98@inha.edu	1	011392711	20000814	0				
12220107	Kim	Minho	IBT	Rpt	Minsoo	minho66@inha.edu	1	023208050	19961102	0				
12220108	Park	Hyunjin	IBT	Squ	Minsoo	hyunjin76@inha.edu	1	043061332	20040516	0				
12220109	Azizbek	ISE	Mehdi	Yr{jqjwmnq	azizbek81@inha.edu	1025762463	1	9990607	0	0				
12220110	Lee	Jisoo	IBT	Ljn	Minsoo	jisoo3@inha.edu	1	069288110	20050503	0				
12220111	Thuzar	Hnin	KLC	Choi	Daehyun	hnin48@inha.edu	1	078991526	19991116	0				
12220112	Park	Hyunjin	IBT	Ljn	Minsoo	hyunjin37@inha.edu	1	045923952	20000607	0				
12220113	Kang	Seoyeon	IBT	Mko	Minsoo	seoyeon22@inha.edu	1	041891223	19980127	0				
12220114	Jahongir	ISE	Mehdi	Sludkdqghk	jahongir92@inha.edu	1052654237	2	0021203	0	0				
12220115	Shohjahon	ISE	Mehdi	Tmvelerhil	shohjahon7@inha.edu	1021448345	1	9980911	0	0				
12220116	Jung	Donghyun	IBT	Pnr	Minsoo	donghyun42@inha.edu	1	065937781	20030302	0				
12220117	Hadi	Budi	KLC	Inuo	Daehyun	budi80@inha.edu	1	076221226	19970204	0				
12220118	Bekbolot	Akyl	KLC	Jovp	Daehyun	akyl88@inha.edu	1	092586336	20030509	0				
12220119	Park	Hyunjin	IBT	Squ	Minsoo	hyunjin91@inha.edu	1	060605354	19970420	0				
12220120	Nguyen	Hoa	KLC	Ejqk	Daehyun	hoa60@inha.edu	1	050721160	20020528	0				
12220121	Hadi	Budi	KLC	Dipj	Daehyun	budi15@inha.edu	1	044704463	19970313	0				
12220122	Dilnoza	ISE	Mehdi	Pirahandeh	dilnoza70@inha.edu	1071639448	2	0001102	0	0				
12220123	Shohjahon	ISE	Mehdi	Qjsbiboefi	shohjahon38@inha.edu	1079624407	1	9970527	0	0				
12220124	Jung	Donghyun	IBT	Mko	Minsoo	donghyun51@inha.edu	1	065934060	20000527	0				
12220125	Madina	ISE	Shafenoor	pdglqd85Clqkd1hgx	1014848939	20030507	F	77	0	0				
12220126	Hadi	Budi	KLC	Glsm	Daehyun	budi29@inha.edu	1	062189746	20001026	0				
12220127	Park	Hyunjin	IBT	Pnr	Minsoo	hyunjin82@inha.edu	1	049141287	19950604	0				
12220128	Malika	ISE	Shafenoor	sgroqg?;Fotng4kj{	1077409506	19970509	F	90	0	0				
12220129	Kang	Seoyeon	IBT	Rpt	Minsoo	seoyeon84@inha.edu	1	021991613	19990601	0				
12220130	Shohjahon	ISE	Shafenoor	vkrkmdkrq86Clqkd1hgx	1049556351	19970108	M	42	0	0				
12220131	Shohjahon	ISE	Shafenoor	ujqjlcjqp8;Bkpjc0gfw	1042409085	19980615	M	33	0	0				
12220132	Kim	Minho	IBT	Zppo	Minsoo	minho98@inha.edu	1	058873789	20040715	0				
12220133	Ruslan	Bakyt	KLC	Choi	Daehyun	bakyt39@inha.edu	1	047487684	19991204	0				
12220134	Choi	Soojin	IBT	Zppo	Minsoo	soojin1@inha.edu	1	012896823	20051123	0				
12230000	Ziyoda	ISE	Shafenoor	ziyoda78@inha.edu	1060091754	19970310	F	59	0	0				
12230001	Aibek	Temir	KLC	Dipj	Daehyun	temir71@inha.edu	1	039722551	19961214	0				
12230002	Min	Win	KLC	Ejqk	Daehyun	win68@inha.edu	1	050241815	20040808	0				
12230003	Islom	ISE	Shafenoor	lvorp7Clqkd1hgx	1097121030	20051201	M	50	0	0				
12230004	Aibek	Temir	KLC	Omq	Eunji	temir79@inha.edu	1	058918675	20001223	0				
12230005	Lee	Jisoo	IBT	^tts	Minsoo	jisoo16@inha.edu	1	098485542	20021115	0				
12230006	Yamada	Taro	KLC	Qos	Eunji	taro56@inha.edu	1	077674380	20011104	0				
12230007	Aizada	Nurlan	KLC	Rpt	Eunji	nurlan19@inha.edu	1	012541993	19961115	0				
12230008	Gulnoza	ISE	Shafenoor	o}tvw#i=Hqvpi6ml}	1035035426	20030625	F	78	0	0				
12230009	Sarvar	ISE	Shafenoor	|j{	j{B?Irwqj7nm~	1057497094	2	0030404	0	0				
12230010	Islom	ISE	Shafenoor	jtmpn48Ajoib/fev	1070301634	20051215	M	10	0	0				
12230011	Malika	ISE	Shafenoor	malika13@inha.edu	1021392814	19980402	F	43	0	0				
12230012	Choi	Soojin	IBT	Zppo	Minsoo	soojin8@inha.edu	1	049088457	19990301	0				
12230013	Shohjahon	ISE	Shafenoor	ujqjlcjqp53Bkpjc0gfw	1035244401	19981126	M	98	0	0				
12230014	Islom	ISE	Shafenoor	lvorp<9Clqkd1hgx	1053764254	20030817	M	1	0	0				
12230015	Choi	Soojin	IBT	]ssr	Minsoo	soojin80@inha.edu	1	060772358	20040927	0				
12230016	Jung	Donghyun	IBT	^tts	Minsoo	donghyun90@inha.edu	1	035947178	19981114	0				
12230017	Choi	Soojin	IBT	_uut	Minsoo	soojin38@inha.edu	1	047365835	19951214	0				
12230018	Nguyen	Hoa	KLC	Rpt	Eunji	hoa65@inha.edu	1	058792286	19970505	0				
12230019	Lee	Jisoo	IBT	awwv	Minsoo	jisoo67@inha.edu	1	098263616	20030223	0				
12230020	Sarvar	ISE	Shafenoor	uctxct6Bkpjc0gfw	1058347447	20020721	M	71	0	0				
12230021	Lee	Jisoo	IBT	Zppo	Minsoo	jisoo25@inha.edu	1	017786838	19981017	0				
12230022	Ziyoda	ISE	Shafenoor	ziyoda90@inha.edu	1041683193	20010302	F	97	0	0				
12230023	Choi	Soojin	IBT	Zppo	Minsoo	soojin20@inha.edu	1	046428047	19970614	0				
12230024	Sarvar	ISE	Shafenoor	uctxct;9Bkpjc0gfw	1084746096	19980201	M	60	0	0				
12230025	Azizbek	ISE	Shafenoor	d}l}ehn;<Clqkd1hgx	1087034270	19980122	M	18	0	0				
12230026	Jung	Donghyun	IBT	]ssr	Minsoo	donghyun6@inha.edu	1	013856866	19990524	0				
12230027	Aung	Kyaw	KLC	Pnr	Eunji	kyaw53@inha.edu	1	098978021	20050203	0				
12230028	Park	Hyunjin	IBT	_uut	Minsoo	hyunjin9@inha.edu	1	071019977	20000515	0				
12230029	Min	Win	KLC	Rpt	Eunji	win46@inha.edu	1	069328093	20010918	0				
12230030	Kim	Minho	IBT	\rrq	Minsoo	minho61@inha.edu	1	037692670	20021015	0				
12230031	Shohjahon	ISE	Shafenoor	ujqjlcjqp79Bkpjc0gfw	1067336568	19981009	M	66	0	0				
12230032	Lee	Jisoo	IBT	Zppo	Minsoo	jisoo77@inha.edu	1	080057745	20031002	0				
12230033	Kim	Minho	IBT	Yoon	Minsoo	minho49@inha.edu	1	017985321	19960918	0				
12230034	Kim	Minho	IBT	Zppo	Minsoo	minho6@inha.edu	1	029816547	19950321	0				
12230035	Yamada	Taro	KLC	Mko	Eunji	taro87@inha.edu	1	025764293	20040401	0				
12230036	Jahongir	ISE	Shafenoor	mdkrqjlu;;Clqkd1hgx	1098267393	20011213	M	99	0	0				
12230037	Takahashi	Mei	KLC	Omq	Eunji	mei3@inha.edu	1	041618892	20000823	0				
12230038	Islom	ISE	Shafenoor	nxqtr=7Ensmf3jiz	1032431001	19970109	M	52	0	0				
12230039	Lee	Jisoo	IBT	_uut	Minsoo	jisoo76@inha.edu	1	023691042	20000924	0				
12230040	Choi	Soojin	IBT	]ssr	Minsoo	soojin17@inha.edu	1	064569717	20041218	0				
12230041	Choi	Soojin	IBT	\rrq	Minsoo	soojin4@inha.edu	1	017495415	19980807	0				
12230042	Park	Hyunjin	IBT	[qqp	Minsoo	hyunjin29@inha.edu	1	065366534	20001109	0				
12230043	Islom	ISE	Shafenoor	jtmpn6Ajoib/fev	1089896895	20041006	M	46	0	0				
12230044	Jahongir	ISE	Shafenoor	jahongir70@inha.edu	1072122806	20000119	M	86	0	0				
12230045	Shohjahon	ISE	Shafenoor	tipikbipo41Ajoib/fev	1038808615	20020417	M	79	0	0				
12230046	Gulnoza	ISE	Shafenoor	iwnpq|c;2Bkpjc0gfw	1064934508	20000925	F	20	0	0				
12230047	Aizada	Nurlan	KLC	Nlp	Eunji	nurlan63@inha.edu	1	015824396	19950205	0				
12230048	Dilnoza	ISE	Shafenoor	hmprs~e8:Dmrle2ihy	1021202264	19960723	F	41	0	0				
12230049	Jahongir	ISE	Shafenoor	ofmtslnw>6Ensmf3jiz	1042482059	20010117	M	81	0	0				
12230050	Ziyoda	ISE	Shafenoor	n~tif>;Ensmf3jiz	1024653406	20020823	F	15	0	0				
12230051	Kim	Minho	IBT	]ssr	Minsoo	minho35@inha.edu	1	056249964	19950313	0				
12230052	Shohjahon	ISE	Shafenoor	vkrkmdkrq8:Clqkd1hgx	1097348932	19970214	M	19	0	0				
12230053	Kang	Seoyeon	IBT	[qqp	Minsoo	seoyeon37@inha.edu	1	086132718	19970213	0				
12230054	Choi	Soojin	IBT	Zppo	Minsoo	soojin63@inha.edu	1	086615884	20010207	0				
12230055	Ziyoda	ISE	Shafenoor	ziyodachan@inha.edu	1057653853	20031213	F	18	0	0				
12230056	Madina	ISE	Shafenoor	nbejob63Ajoib/fev	1025218193	20001216	F	86	0	0				
12230057	Shohjahon	ISE	Shafenoor	ujqjlcjqp8Bkpjc0gfw	1026923713	20010127	M	20	0	0				
12230058	Jung	Donghyun	IBT	\rrq	Minsoo	donghyun57@inha.edu	1	021314965	20040504	0				
12230059	Park	Hyunjin	IBT	]ssr	Minsoo	hyunjin70@inha.edu	1	097012239	19980128	0				
12230060	Lee	Jisoo	IBT	_uut	Minsoo	jisoo91@inha.edu	1	079514043	19970609	0				
12230061	Jung	Donghyun	IBT	^tts	Minsoo	donghyun59@inha.edu	1	022502446	20020413	0				
12230062	Min	Win	KLC	Omq	Eunji	win81@inha.edu	1	079063426	20001006	0				
12230063	Azizbek	ISE	Shafenoor	d}l}ehn46Clqkd1hgx	1027018324	19970123	M	89	0	0				
12230064	Thuzar	Hnin	KLC	Mko	Eunji	hnin41@inha.edu	1	029048357	20050819	0				
12230065	Jahongir	ISE	Shafenoor	kbipohjs96Ajoib/fev	1044756496	19980110	M	36	0	0				
12230066	Ziyoda	ISE	Shafenoor	ziyoda38@inha.edu	1084959322	19950826	F	88	0	0				
12230067	Bekbolot	Akyl	KLC	Ljn	Eunji	akyl55@inha.edu	1	040156541	20010706	0				
12230068	Madina	ISE	Shafenoor	ocfkpc94Bkpjc0gfw	1071392628	19981018	F	29	0	0				
12230069	Nguyen	Hoa	KLC	Nlp	Eunji	hoa74@inha.edu	1	082357518	19950318	0				
12230070	Shohjahon	ISE	Shafenoor	zovoqhovu<=Gpuoh5lk|	1020464583	19980301	M	2	0	0				
12230071	Kang	Seoyeon	IBT	_uut	Minsoo	seoyeon17@inha.edu	1	040542506	20041101	0				
12230072	Park	Hyunjin	IBT	^tts	Minsoo	hyunjin35@inha.edu	1	084062069	19960325	0				
12230073	Malika	ISE	Shafenoor	qepmoe67Dmrle2ihy	1051173874	19980513	F	98	0	0				
12230074	Choi	Soojin	IBT	\rrq	Minsoo	soojin10@inha.edu	1	069537637	20050212	0				
12230075	Madina	ISE	Shafenoor	ocfkpc7:Bkpjc0gfw	1071586758	19970728	F	17	0	0				
12230076	Kim	Minho	IBT	Zppo	Minsoo	minho66@inha.edu	1	046268853	20051028	0				
12230077	Adi	Putri	KLC	Kim	Eunji	putri20@inha.edu	1	024509247	20051003	0				
12230078	Madina	ISE	Shafenoor	nbejob58Ajoib/fev	1089229123	20010814	F	11	0	0				
12230079	Shohjahon	ISE	Shafenoor	ujqjlcjqp5:Bkpjc0gfw	1046545570	20021017	M	92	0	0				
12230080	Choi	Soojin	IBT	awwv	Minsoo	soojin18@inha.edu	1	011175068	20030609	0				
12230081	Min	Win	KLC	Rpt	Eunji	win32@inha.edu	1	012791463	19960209	0				
12230082	Aibek	Temir	KLC	Qos	Eunji	temir81@inha.edu	1	018951444	20000526	0				
12230083	Lee	Jisoo	IBT	^tts	Minsoo	jisoo74@inha.edu	1	044849005	20050628	0				
12230084	Kang	Seoyeon	IBT	]ssr	Minsoo	seoyeon40@inha.edu	1	048448486	19960904	0				
12230085	Gulnoza	ISE	Shafenoor	jxoqr}d;5Clqkd1hgx	1033232168	19950224	F	77	0	0				
12230086	Jung	Donghyun	IBT	[qqp	Minsoo	donghyun2@inha.edu	1	072705657	19950506	0				
12230087	Lee	Jisoo	IBT	Zppo	Minsoo	jisoo77@inha.edu	1	052333225	19990628	0				
12230088	Kang	Seoyeon	IBT	Yoon	Minsoo	seoyeon60@inha.edu	1	055433108	20051106	0				
12230089	Islom	ISE	Shafenoor	jtmpn74Ajoib/fev	1054206809	20031018	M	35	0	0				
12230000	Sarvar	ISE	Shafenoor	sarvar80@inha.edu	1019956589	19981227	M	35	0	0				
12230001	Choi	Soojin	IBT	Zppo	Minsoo	soojin18@inha.edu	1	017654048	20030808	0				
12230002	Dilnoza	ISE	Shafenoor	fknpq|c58Bkpjc0gfw	1084277436	20050406	F	46	0	0				
12230003	Jung	Donghyun	IBT	\rrq	Minsoo	donghyun8@inha.edu	1	018373855	19960817	0				
12230004	Azizbek	ISE	Shafenoor	e~m~fio9Dmrle2ihy	1084833229	20000126	M	24	0	0				
12230005	Kang	Seoyeon	IBT	^tts	Minsoo	seoyeon33@inha.edu	1	020669009	20030104	0				
12230006	Gulnoza	ISE	Shafenoor	m{rtu!g?<Fotng4kj{	1069098906	19961110	F	99	0	0				
12230007	Meerim	Zhumagul	KLC	Rpt	Eunji	zhumagul47@inha.edu	1	018819779	19960413	0				
12230008	Kim	Minho	IBT	awwv	Minsoo	minho47@inha.edu	1	084497096	19960809	0				
12230009	Meerim	Zhumagul	KLC	Trv	Eunji	zhumagul14@inha.edu	1	096527863	20040812	0				
12230010	Shohjahon	ISE	Shafenoor	tipikbipo22Ajoib/fev	1060224170	19990523	M	41	0	0				
12230011	Gulnoza	ISE	Jung	Minsoo	gulnoza12@inha.edu	1021173092	2	0001026	0	0				
12230012	Choi	Soojin	IBT	Zppo	Minsoo	soojin25@inha.edu	1	086908766	20020620	0				
12230013	Lee	Jisoo	IBT	[qqp	Minsoo	jisoo38@inha.edu	1	074405680	20020903	0				
12230014	Kim	Minho	IBT	\rrq	Minsoo	minho80@inha.edu	1	097546461	19990219	0				
12230015	Dilnoza	ISE	Jung	Qmrwss	dilnoza55@inha.edu	1043255975	1	9980226	0	0				
12230016	Min	Win	KLC	Pnr	Eunji	win44@inha.edu	1	098846270	19991201	0				
12230017	Choi	Soojin	IBT	_uut	Minsoo	soojin3@inha.edu	1	022152076	19961216	0				
12230018	Lee	Jisoo	IBT	Rpt	Hyunwoo	jisoo48@inha.edu	1	032384426	19980513	0				
12230019	Kang	Seoyeon	IBT	Squ	Hyunwoo	seoyeon83@inha.edu	1	085732289	19970525	0				
12230020	Sarvar	ISE	Jung	Okpuqq	sarvar18@inha.edu	1036121678	1	9971118	0	0				
12230021	Jung	Donghyun	IBT	Ljn	Hyunwoo	donghyun71@inha.edu	1	024878976	19950612	0				
12230022	Jung	Donghyun	IBT	Kim	Hyunwoo	donghyun4@inha.edu	1	083365647	20030415	0				
12230023	Kang	Seoyeon	IBT	Ljn	Hyunwoo	seoyeon46@inha.edu	1	065667435	20000119	0				
12230024	Lee	Jisoo	IBT	Mko	Hyunwoo	jisoo21@inha.edu	1	073904423	19960616	0				
12230025	Sarvar	ISE	Jung	Plqvrr	sarvar98@inha.edu	1049608800	2	0001225	0	0				
12230026	Park	Hyunjin	IBT	Omq	Hyunwoo	hyunjin50@inha.edu	1	053013928	20001219	0				
12230027	Kang	Seoyeon	IBT	Pnr	Hyunwoo	seoyeon56@inha.edu	1	076608731	20010218	0				
12230028	Min	Win	KLC	Qos	Eunji	win47@inha.edu	1	077983625	19990624	0				
12230029	Jung	Donghyun	IBT	Rpt	Hyunwoo	donghyun97@inha.edu	1	068767102	20050609	0				
12230030	Kim	Minho	IBT	Nlp	Hyunwoo	minho14@inha.edu	1	067742684	20040216	0				
12230031	Jahongir	ISE	Jung	Okpuqq	jahongir80@inha.edu	1033059257	2	0041114	0	0				
12230032	Jung	Donghyun	IBT	Ljn	Hyunwoo	donghyun99@inha.edu	1	018402595	20050616	0				
12230033	Kim	Minho	IBT	Kim	Hyunwoo	minho75@inha.edu	1	083628604	20051216	0				
12230034	Azizbek	ISE	Jung	Njotpp	azizbek7@inha.edu	1082871981	1	9950402	0	0				
12230035	Kang	Seoyeon	IBT	Mko	Hyunwoo	seoyeon6@inha.edu	1	025741632	19960419	0				
12230036	Choi	Soojin	IBT	Nlp	Hyunwoo	soojin64@inha.edu	1	040362126	20030615	0				
12230037	Park	Hyunjin	IBT	Omq	Hyunwoo	hyunjin85@inha.edu	1	084566063	19990727	0				
12230038	Choi	Soojin	IBT	Pnr	Hyunwoo	soojin93@inha.edu	1	057228479	19980309	0				
12230039	Meerim	Zhumagul	KLC	Qos	Eunji	zhumagul76@inha.edu	1	077574718	20050602	0				
12230040	Shohjahon	ISE	Jung	Qmrwss	shohjahon64@inha.edu	1062814396	1	9951211	0	0				
12230041	Shohjahon	ISE	Jung	Plqvrr	shohjahon70@inha.edu	1018461186	2	0020125	0	0				
12230042	Jung	Donghyun	IBT	Mko	Hyunwoo	donghyun37@inha.edu	1	024297376	19980313	0				
12230043	Dilnoza	ISE	Jung	Njotpp	dilnoza98@inha.edu	1021901661	1	9961017	0	0				
12230044	Nazira	Erkin	KLC	Lee	Daehyun	erkin75@inha.edu	1	044274849	20000228	0				
12230045	Choi	Soojin	IBT	Ljn	Hyunwoo	soojin40@inha.edu	1	068682360	19980310	0				
12230046	Dilnoza	ISE	Jung	Okpuqq	dilnoza47@inha.edu	1046102257	2	0020413	0	0				
12230047	Jahongir	ISE	Jung	Plqvrr	jahongir2@inha.edu	1032935761	2	0000503	0	0				
12230048	Kang	Seoyeon	IBT	Omq	Hyunwoo	seoyeon43@inha.edu	1	083029031	20020901	0				
12230049	Azizbek	ISE	Jung	Rnsxtt	azizbek27@inha.edu	1023975855	2	0020909	0	0				
12230050	Madina	ISE	Jung	Rnsxtt	madina40@inha.edu	1050371503	2	0050608	0	0				
12230051	Jung	Donghyun	IBT	Omq	Hyunwoo	donghyun6@inha.edu	1	042139205	19960210	0				
12230052	Malika	ISE	Jung	Plqvrr	malika16@inha.edu	1018164792	1	9990515	0	0				
12230053	Dilnoza	ISE	Jung	Okpuqq	dilnoza56@inha.edu	1053643898	2	0020322	0	0				
12230054	Bekbolot	Akyl	KLC	Mff	Daehyun	akyl45@inha.edu	1	022221383	20030513	0				
12230055	Shohjahon	ISE	Jung	Minsoo	shohjahon84@inha.edu	1036137472	1	9951111	0	0				
12230056	Kim	Minho	IBT	Ljn	Hyunwoo	minho4@inha.edu	1	071957461	20020907	0				
12230057	Madina	ISE	Jung	Okpuqq	madina51@inha.edu	1025742110	2	0040905	0	0				
12230058	Min	Win	KLC	Ohh	Daehyun	win33@inha.edu	1	049904480	20021108	0				
12230059	Park	Hyunjin	IBT	Omq	Hyunwoo	hyunjin58@inha.edu	1	045124155	19990807	0				
12230060	Lee	Jisoo	IBT	Qos	Hyunwoo	jisoo73@inha.edu	1	073765706	20030122	0				
12230061	Choi	Soojin	IBT	Pnr	Hyunwoo	soojin27@inha.edu	1	042091558	20000616	0				
12230062	Azizbek	ISE	Jung	Qmrwss	azizbek57@inha.edu	1046219919	2	0050419	0	0				
12230063	Jung	Donghyun	IBT	Nlp	Hyunwoo	donghyun25@inha.edu	1	099871028	19960415	0				
12230064	Lee	Jisoo	IBT	Mko	Hyunwoo	jisoo73@inha.edu	1	049255386	20010312	0				
12230065	Yamada	Taro	KLC	Mff	Daehyun	taro95@inha.edu	1	039724431	19950614	0				
12230066	Madina	ISE	Jung	Minsoo	madina47@inha.edu	1089116380	1	9990121	0	0				
12230067	Shohjahon	ISE	Jung	Njotpp	shohjahon53@inha.edu	1092897737	1	9980623	0	0				
12230068	Azizbek	ISE	Jung	Okpuqq	azizbek8@inha.edu	1053247051	2	0010113	0	0				
12230069	Jahongir	ISE	Jung	Plqvrr	jahongir48@inha.edu	1061343271	1	9990515	0	0				
12230070	Ziyoda	ISE	Jung	Tpuzvv	ziyoda76@inha.edu	1032768933	1	9970407	0	0				
12230071	Islom	ISE	Jung	Sotyuu	islom20@inha.edu	1057413434	2	0030916	0	0				
12230072	Park	Hyunjin	IBT	Pnr	Hyunwoo	hyunjin85@inha.edu	1	063038513	19951128	0				
12230073	Min	Win	KLC	Pii	Daehyun	win51@inha.edu	1	074532492	20040803	0				
12230074	Dilnoza	ISE	Jung	Plqvrr	dilnoza39@inha.edu	1059227841	2	0000403	0	0				
12230075	Dilnoza	ISE	Jung	Okpuqq	dilnoza39@inha.edu	1047492543	1	9981012	0	0				
12230076	Madina	ISE	Jung	Njotpp	madina63@inha.edu	1021678373	1	9980719	0	0				
12230077	Shohjahon	ISE	Jung	Minsoo	shohjahon89@inha.edu	1054817624	2	0020528	0	0				
12230078	Kobayashi	Riku	KLC	Mff	Daehyun	riku19@inha.edu	1	013926811	20001010	0				
12230079	Kang	Seoyeon	IBT	Mko	Hyunwoo	seoyeon72@inha.edu	1	034785985	19950305	0				
12230080	Park	Hyunjin	IBT	Squ	Hyunwoo	hyunjin94@inha.edu	1	013214561	20040120	0				
12230081	Kang	Seoyeon	IBT	Rpt	Hyunwoo	seoyeon28@inha.edu	1	051299698	20000525	0				
12230082	Gulnoza	ISE	Jung	Sotyuu	gulnoza51@inha.edu	1097513045	2	0040326	0	0				
12230083	Nazira	Erkin	KLC	Qjj	Daehyun	erkin15@inha.edu	1	093017321	20030604	0				
12230084	Park	Hyunjin	IBT	Omq	Hyunwoo	hyunjin74@inha.edu	1	063301344	20010308	0				
12230085	Meerim	Zhumagul	KLC	Ohh	Daehyun	zhumagul16@inha.edu	1	082798048	19990621	0				
12230086	Lee	Jisoo	IBT	Mko	Hyunwoo	jisoo99@inha.edu	1	093901218	20020620	0				
12230087	Park	Hyunjin	IBT	Ljn	Hyunwoo	hyunjin7@inha.edu	1	030275243	19990924	0				
12230088	Islom	ISE	Jung	Minsoo	islom10@inha.edu	1014844497	1	9950928	0	0				
12230089	Islom	ISE	Jung	Njotpp	islom72@inha.edu	1023149240	1	9960713	0	0				
12240000	Gulnoza	ISE	Jung	Minsoo	gulnoza8@inha.edu	1089404594	1	9950713	0	0				
