Student ID,Name,Faculty,Advisor's Name,Email,Phone Number,Date of Birth,Gender,Address,Semesters,GPA,Scholarship Status / Tuition Fees,Clubs Attending
12210110,Nguyen Hoa,KLC,Kim Seokjin,hoa68@inha.edu,010-2921-6781,1995-01-10,F,"45 Myeongdong-Ro, Gyeyang-Gu, Incheon 127386",7,3.47,Full Tuition Fee,Kayaking
12210111,Nguyen Hoa,KLC,Lee Hana,hoa66@inha.edu,010-2384-2065,1996-10-19,F,"16 Cheongun-Ro, Seo-Gu, Incheon 127666",7,2.02,50%,0
12210112,Azizbek,ISE,Kang Daehyun,azizbek63@inha.edu,010-9601-3410,2003-08-20,M,"69 Jungang-Ro, Yeonsu-Gu, Incheon 122642",7,3.8,Full Tuition Fee,Dance Club
12210113,Kang Seoyeon,IBT,Choi Minseo,seoyeon87@inha.edu,010-9276-9892,1999-09-08,F,"98 Geumgang-Ro, Bupyeong-Gu, Incheon 120326",7,4.37,100%,0
12210114,Tanaka Haruka,KLC,Kim Seokjin,haruka1@inha.edu,010-6619-1469,2003-07-06,F,"95 Jungang-Ro, Gyeyang-Gu, Incheon 125425",7,3.27,Full Tuition Fee,Debate Team
12210115,Malika,ISE,Kang Daehyun,malika39@inha.edu,010-8386-5862,2003-03-19,F,"7 Cheongun-Ro, Bupyeong-Gu, Incheon 123790",7,2.73,Full Tuition Fee,0
12210116,Azizbek,ISE,Choi Minseo,azizbek32@inha.edu,010-9284-8379,1998-02-11,M,"55 Myeongdong-Ro, Seo-Gu, Incheon 122722",7,4.26,Full Tuition Fee,Dance Club
12210117,Bekbolot Akyl,KLC,Kang Daehyun,akyl71@inha.edu,010-8028-6826,2001-01-27,M,"35 Cheongun-Ro, Seo-Gu, Incheon 122592",7,2.53,Full Tuition Fee,Kayaking
12210118,Hadi Budi,KLC,Lee Hana,budi27@inha.edu,010-5814-8179,2001-09-06,M,"81 Myeongdong-Ro, Seo-Gu, Incheon 122409",7,4.22,50%,Dance Club
12210119,Gulnoza,ISE,Choi Minseo,gulnoza51@inha.edu,010-5276-3622,2001-08-16,F,"35 Cheongun-Ro, Bupyeong-Gu, Incheon 121643",7,3.6,25%,Kayaking
12210120,Adi Putri,KLC,Kang Daehyun,putri30@inha.edu,010-7625-5723,2001-03-09,F,"38 Ondang-Ro, Seo-Gu, Incheon 129059",7,2.81,Full Tuition Fee,0
12210121,Malika,ISE,Jung Eunji,malika98@inha.edu,010-3104-4827,2001-07-06,F,"54 Geumgang-Ro, Bupyeong-Gu, Incheon 128710",7,2.64,Full Tuition Fee,Dance Club
12210122,Ziyoda,ISE,Jung Eunji,ziyoda52@inha.edu,010-4897-6832,2002-12-13,F,"24 Myeongdong-Ro, Bupyeong-Gu, Incheon 121340",7,2.57,Full Tuition Fee,Music Society
12210123,Jahongir,ISE,Choi Minseo,jahongir28@inha.edu,010-4396-5734,1996-11-09,M,"12 Geumgang-Ro, Bupyeong-Gu, Incheon 123680",7,4.09,Full Tuition Fee,Game Programming
12210124,Lee Jisoo,IBT,Kang Daehyun,jisoo81@inha.edu,010-4827-6667,1999-09-08,F,"27 Cheongun-Ro, Yeonsu-Gu, Incheon 122536",7,2.14,25%,Game Programming
12210125,Ziyoda,ISE,Jung Hoseok,ziyoda1@inha.edu,010-3552-8638,1999-05-07,F,"51 Cheongun-Ro, Seo-Gu, Incheon 124816",7,4.12,Full Tuition Fee,Skating
12210126,Kang Seoyeon,IBT,Jung Hoseok,seoyeon55@inha.edu,010-7508-5797,2005-02-05,F,"90 Ondang-Ro, Bupyeong-Gu, Incheon 128478",7,2.27,Full Tuition Fee,Game Programming
12210127,Choi Soojin,IBT,Kang Daehyun,soojin33@inha.edu,010-1500-4630,1998-03-26,F,"24 Geumgang-Ro, Namdong-Gu, Incheon 126314",7,3.33,Full Tuition Fee,Music Society
12210128,Ziyoda,ISE,Kim Seokjin,ziyoda97@inha.edu,010-3171-9852,2004-10-17,F,"37 Cheongun-Ro, Yeonsu-Gu, Incheon 125391",7,4.15,Full Tuition Fee,Drama Club
12210129,Lee Jisoo,IBT,Jung Eunji,jisoo91@inha.edu,010-7243-1271,1998-04-16,F,"41 Ondang-Ro, Bupyeong-Gu, Incheon 127745",7,3.47,100%,Game Programming
12210130,Ruslan Bakyt,KLC,Lee Hana,bakyt98@inha.edu,010-1101-8043,2001-08-28,M,"63 Ondang-Ro, Bupyeong-Gu, Incheon 122972",7,2.78,100%,Rock Climbing
12210131,Lee Jisoo,IBT,Choi Minseo,jisoo40@inha.edu,010-6907-9157,2001-10-22,F,"82 Jungang-Ro, Seo-Gu, Incheon 129429",7,3.45,50%,Skating
12210132,Choi Soojin,IBT,Jung Hoseok,soojin80@inha.edu,010-9570-1562,2003-11-22,F,"53 Jungang-Ro, Namdong-Gu, Incheon 128575",7,3.27,100%,Kayaking
12210133,Islom,ISE,Choi Minseo,islom21@inha.edu,010-6610-5714,2000-02-07,M,"78 Ondang-Ro, Seo-Gu, Incheon 120228",7,4.49,Full Tuition Fee,Skating
12210134,Gulnoza,ISE,Choi Minseo,gulnoza58@inha.edu,010-2753-1693,1999-01-13,F,"63 Ondang-Ro, Yeonsu-Gu, Incheon 123366",7,2.99,25%,0
12220000,Kim Minho,IBT,Jung Hoseok,minho78@inha.edu,010-3757-3596,1995-08-14,M,"32 Cheongun-Ro, Yeonsu-Gu, Incheon 124235",6,3.32,25%,0
12220001,Jung Donghyun,IBT,Choi Minseo,donghyun98@inha.edu,010-5107-9601,1997-11-17,M,"71 Cheongun-Ro, Gyeyang-Gu, Incheon 129811",6,2.45,100%,0
12220002,Jung Donghyun,IBT,Lee Hana,donghyun40@inha.edu,010-3077-4577,2003-04-11,M,"28 Ondang-Ro, Gyeyang-Gu, Incheon 122211",6,3.56,Full Tuition Fee,Skating
12220003,Gulnoza,ISE,Choi Minseo,gulnoza73@inha.edu,010-5342-2334,2005-08-01,F,"68 Jungang-Ro, Gyeyang-Gu, Incheon 127638",6,2.92,50%,Music Society
12220004,Dilnoza,ISE,Lee Hana,dilnoza26@inha.edu,010-7900-5139,2003-12-17,F,"67 Ondang-Ro, Seo-Gu, Incheon 124647",6,2.34,Full Tuition Fee,Music Society
12220005,Lee Jisoo,IBT,Lee Hana,jisoo94@inha.edu,010-3691-9105,2001-12-19,F,"75 Jungang-Ro, Gyeyang-Gu, Incheon 122636",6,4.25,Full Tuition Fee,Music Society
12220006,Islom,ISE,Park Jimin,islom10@inha.edu,010-3703-9221,2005-03-23,M,"97 Jungang-Ro, Namdong-Gu, Incheon 124718",6,3.38,50%,Dance Club
12220007,Kang Seoyeon,IBT,Lee Hana,seoyeon28@inha.edu,010-7358-5040,1998-07-23,F,"73 Ondang-Ro, Bupyeong-Gu, Incheon 127510",6,3.43,Full Tuition Fee,0
12220008,Jahongir,ISE,Kang Daehyun,jahongir64@inha.edu,010-8949-3255,1998-03-23,M,"37 Jungang-Ro, Namdong-Gu, Incheon 126136",6,3.76,100%,Rock Climbing
12220009,Shohjahon,ISE,Kang Daehyun,shohjahon1@inha.edu,010-2601-9186,2005-06-12,M,"9 Jungang-Ro, Namdong-Gu, Incheon 121882",6,2.32,Full Tuition Fee,Dance Club
12220010,Nazira Erkin,KLC,Choi Minseo,erkin43@inha.edu,010-9660-5443,1995-08-25,F,"99 Ondang-Ro, Gyeyang-Gu, Incheon 125760",6,2.1,Full Tuition Fee,Skating
12220011,Park Hyunjin,IBT,Park Jimin,hyunjin75@inha.edu,010-4809-9207,2004-12-25,M,"7 Geumgang-Ro, Seo-Gu, Incheon 129687",6,3.16,Full Tuition Fee,Dance Club
12220012,Min Win,KLC,Kang Daehyun,win57@inha.edu,010-2003-5450,1997-11-22,M,"31 Geumgang-Ro, Bupyeong-Gu, Incheon 123484",6,4.19,50%,Debate Team
12220013,Thuzar Hnin,KLC,Choi Minseo,hnin96@inha.edu,010-7277-7284,2005-04-20,F,"29 Geumgang-Ro, Namdong-Gu, Incheon 126960",6,2.74,Full Tuition Fee,0
12220014,Lee Jisoo,IBT,Choi Minseo,jisoo83@inha.edu,010-7798-6543,2004-07-15,F,"57 Geumgang-Ro, Namdong-Gu, Incheon 124142",6,2.58,50%,Dance Club
12220015,Tanaka Haruka,KLC,Kang Daehyun,haruka14@inha.edu,010-9689-5269,1998-06-08,F,"96 Ondang-Ro, Gyeyang-Gu, Incheon 129528",6,3.87,Full Tuition Fee,Drama Club
12220016,Ziyoda,ISE,Jung Hoseok,ziyoda48@inha.edu,010-5248-7601,2000-12-22,F,"58 Cheongun-Ro, Yeonsu-Gu, Incheon 124030",6,2.53,100%,Dance Club
12220017,Park Hyunjin,IBT,Jung Hoseok,hyunjin15@inha.edu,010-6005-7120,1995-10-11,M,"81 Ondang-Ro, Gyeyang-Gu, Incheon 123728",6,2.3,25%,Kayaking
12220018,Gulnoza,ISE,Jung Hoseok,gulnoza26@inha.edu,010-4872-2616,1998-11-08,F,"41 Cheongun-Ro, Seo-Gu, Incheon 124016",6,4.21,100%,Drama Club
12220019,Choi Soojin,IBT,Jung Eunji,soojin11@inha.edu,010-2748-4657,2003-05-21,F,"57 Jungang-Ro, Bupyeong-Gu, Incheon 121730",6,3.88,Full Tuition Fee,Skating
12220020,Jung Donghyun,IBT,Lee Hana,donghyun13@inha.edu,010-4411-2339,2001-03-18,M,"30 Jungang-Ro, Seo-Gu, Incheon 120152",6,2.11,50%,Debate Team
12220021,Jung Donghyun,IBT,Lee Hana,donghyun46@inha.edu,010-3311-8945,2000-12-10,M,"18 Myeongdong-Ro, Bupyeong-Gu, Incheon 123558",6,2.39,25%,Drama Club
12220022,Choi Soojin,IBT,Choi Minseo,soojin61@inha.edu,010-7500-8858,1996-06-17,F,"84 Cheongun-Ro, Yeonsu-Gu, Incheon 129400",6,2.94,Full Tuition Fee,0
12220023,Jung Donghyun,IBT,Park Jimin,donghyun83@inha.edu,010-5132-5351,2002-04-04,M,"12 Geumgang-Ro, Bupyeong-Gu, Incheon 120673",6,3.14,25%,Skating
12220024,Jahongir,ISE,Jung Hoseok,jahongir56@inha.edu,010-6096-4084,2003-10-12,M,"82 Jungang-Ro, Bupyeong-Gu, Incheon 124979",6,2.31,100%,Music Society
12220025,Jahongir,ISE,Kang Daehyun,jahongir82@inha.edu,010-3960-2531,2002-06-18,M,"87 Jungang-Ro, Seo-Gu, Incheon 128945",6,3.19,50%,Drama Club
12220026,Bekbolot Akyl,KLC,Park Jimin,akyl37@inha.edu,010-5238-9013,1999-08-04,M,"44 Myeongdong-Ro, Seo-Gu, Incheon 121155",6,2.05,Full Tuition Fee,Music Society
12220027,Gulnoza,ISE,Kang Daehyun,gulnoza68@inha.edu,010-7254-7193,1995-04-04,F,"15 Myeongdong-Ro, Gyeyang-Gu, Incheon 124240",6,2.99,Full Tuition Fee,0
12220028,Kang Seoyeon,IBT,Jung Hoseok,seoyeon5@inha.edu,010-3609-5182,1997-05-03,F,"31 Geumgang-Ro, Namdong-Gu, Incheon 121752",6,2.74,25%,Skating
12220029,Kim Minho,IBT,Jung Hoseok,minho85@inha.edu,010-1521-2565,1996-02-14,M,"51 Cheongun-Ro, Yeonsu-Gu, Incheon 122808",6,2.36,Full Tuition Fee,Drama Club
12220030,Ziyoda,ISE,Kang Daehyun,ziyoda9@inha.edu,010-4259-6702,2004-04-23,F,"63 Cheongun-Ro, Seo-Gu, Incheon 127162",6,3.33,50%,Dance Club
12220031,Jung Donghyun,IBT,Kang Daehyun,donghyun34@inha.edu,010-6244-5440,1999-05-15,M,"21 Geumgang-Ro, Seo-Gu, Incheon 127808",6,4.12,100%,Skating
12220032,Choi Soojin,IBT,Park Jimin,soojin67@inha.edu,010-5094-1845,1999-11-03,F,"74 Geumgang-Ro, Namdong-Gu, Incheon 124656",6,4.09,100%,Drama Club
12220033,Thuzar Hnin,KLC,Kang Daehyun,hnin16@inha.edu,010-6507-9947,2002-07-18,F,"73 Jungang-Ro, Yeonsu-Gu, Incheon 122146",6,3.9,25%,Kayaking
12220034,Madina,ISE,Kang Daehyun,madina61@inha.edu,010-1202-7163,2002-01-04,F,"92 Ondang-Ro, Seo-Gu, Incheon 128614",6,4.31,100%,Kayaking
12220035,Choi Soojin,IBT,Choi Minseo,soojin58@inha.edu,010-1609-4388,2004-08-20,F,"6 Jungang-Ro, Seo-Gu, Incheon 128560",6,3.73,Full Tuition Fee,Game Programming
12220036,Azizbek,ISE,Park Jimin,azizbek14@inha.edu,010-1163-8094,1999-12-12,M,"90 Myeongdong-Ro, Gyeyang-Gu, Incheon 126719",6,2.96,Full Tuition Fee,Rock Climbing
12220037,Kang Seoyeon,IBT,Jung Hoseok,seoyeon31@inha.edu,010-9209-8298,1998-05-25,F,"92 Cheongun-Ro, Gyeyang-Gu, Incheon 126862",6,3.11,Full Tuition Fee,0
12220038,Jung Donghyun,IBT,Lee Hana,donghyun1@inha.edu,010-1750-5027,1997-01-02,M,"39 Myeongdong-Ro, Namdong-Gu, Incheon 128465",6,4.25,25%,Debate Team
12220039,Gulnoza,ISE,Choi Minseo,gulnoza48@inha.edu,010-4915-6222,1995-09-22,F,"18 Jungang-Ro, Yeonsu-Gu, Incheon 123972",6,3.43,25%,Music Society
12220040,Choi Soojin,IBT,Jung Eunji,soojin95@inha.edu,010-4743-3495,2002-12-11,F,"92 Cheongun-Ro, Seo-Gu, Incheon 126530",6,3.0,25%,0
12220041,Madina,ISE,Kim Seokjin,madina54@inha.edu,010-3934-6009,2002-03-27,F,"48 Myeongdong-Ro, Seo-Gu, Incheon 129598",6,4.24,100%,Skating
12220042,Nguyen Hoa,KLC,Park Jimin,hoa25@inha.edu,010-3053-8074,2001-10-05,F,"19 Geumgang-Ro, Gyeyang-Gu, Incheon 127852",6,3.87,25%,0
12220043,Kim Minho,IBT,Kim Seokjin,minho97@inha.edu,010-8896-2620,1998-06-11,M,"32 Ondang-Ro, Seo-Gu, Incheon 123501",6,2.34,Full Tuition Fee,Dance Club
12220044,Kim Minho,IBT,Lee Hana,minho9@inha.edu,010-6385-7377,2000-02-04,M,"41 Geumgang-Ro, Gyeyang-Gu, Incheon 124680",6,3.44,Full Tuition Fee,Rock Climbing
12220045,Jung Donghyun,IBT,Jung Hoseok,donghyun87@inha.edu,010-6132-2139,2000-05-09,M,"85 Geumgang-Ro, Seo-Gu, Incheon 120654",6,3.96,25%,Rock Climbing
12220046,Kim Minho,IBT,Lee Hana,minho7@inha.edu,010-1827-4061,1999-12-14,M,"1 Geumgang-Ro, Seo-Gu, Incheon 121774",6,3.96,Full Tuition Fee,Kayaking
12220047,Ruslan Bakyt,KLC,Park Jimin,bakyt9@inha.edu,010-5522-8696,1996-07-27,M,"92 Jungang-Ro, Seo-Gu, Incheon 122434",6,4.26,Full Tuition Fee,Drama Club
12220048,Kim Minho,IBT,Kang Daehyun,minho5@inha.edu,010-8629-8772,2000-04-09,M,"2 Myeongdong-Ro, Bupyeong-Gu, Incheon 125438",6,2.58,Full Tuition Fee,0
12220049,Gulnoza,ISE,Kang Daehyun,gulnoza50@inha.edu,010-7425-9672,1997-01-17,F,"4 Myeongdong-Ro, Bupyeong-Gu, Incheon 127892",6,3.99,Full Tuition Fee,Skating
12220050,Dilnoza,ISE,Kang Daehyun,dilnoza62@inha.edu,010-6883-6099,1998-12-12,F,"13 Cheongun-Ro, Namdong-Gu, Incheon 129820",6,3.47,Full Tuition Fee,Drama Club
12220051,Adi Putri,KLC,Jung Hoseok,putri49@inha.edu,010-1692-6623,1997-02-03,F,"95 Myeongdong-Ro, Bupyeong-Gu, Incheon 129912",6,2.54,25%,Music Society
12220052,Kim Minho,IBT,Kang Daehyun,minho15@inha.edu,010-6048-1981,2005-02-20,M,"41 Ondang-Ro, Namdong-Gu, Incheon 126995",6,2.02,Full Tuition Fee,Music Society
12220053,Kim Minho,IBT,Kim Seokjin,minho13@inha.edu,010-9681-3336,1996-02-13,M,"67 Myeongdong-Ro, Bupyeong-Gu, Incheon 124045",6,4.25,Full Tuition Fee,Game Programming
12220054,Kang Seoyeon,IBT,Park Jimin,seoyeon38@inha.edu,010-2327-6934,2003-07-23,F,"25 Myeongdong-Ro, Gyeyang-Gu, Incheon 124219",6,2.79,Full Tuition Fee,Dance Club
12220055,Islom,ISE,Jung Eunji,islom29@inha.edu,010-4998-8093,2002-11-15,M,"61 Myeongdong-Ro, Gyeyang-Gu, Incheon 124880",6,3.8,Full Tuition Fee,0
12220056,Aibek Temir,KLC,Lee Hana,temir65@inha.edu,010-8985-9689,2000-02-21,M,"78 Jungang-Ro, Namdong-Gu, Incheon 122478",6,3.9,100%,0
12220057,Park Hyunjin,IBT,Kim Seokjin,hyunjin38@inha.edu,010-9087-6826,1997-12-12,M,"23 Myeongdong-Ro, Bupyeong-Gu, Incheon 126867",6,2.33,25%,0
12220058,Madina,ISE,Kim Seokjin,madina39@inha.edu,010-2176-6258,1999-01-19,F,"58 Cheongun-Ro, Yeonsu-Gu, Incheon 120535",6,4.01,Full Tuition Fee,Dance Club
12220059,Dilnoza,ISE,Park Jimin,dilnoza60@inha.edu,010-7758-3843,2001-06-03,F,"80 Cheongun-Ro, Gyeyang-Gu, Incheon 126111",6,2.61,Full Tuition Fee,Game Programming
12220060,Malika,ISE,Lee Hana,malika83@inha.edu,010-1359-9318,1999-02-19,F,"18 Jungang-Ro, Gyeyang-Gu, Incheon 128102",6,2.79,Full Tuition Fee,0
12220061,Park Hyunjin,IBT,Kim Seokjin,hyunjin93@inha.edu,010-6161-3893,2005-01-03,M,"28 Ondang-Ro, Bupyeong-Gu, Incheon 121126",6,4.02,50%,Music Society
12220062,Jung Donghyun,IBT,Jung Hoseok,donghyun41@inha.edu,010-6329-1114,2005-10-12,M,"95 Jungang-Ro, Seo-Gu, Incheon 124116",6,3.85,Full Tuition Fee,0
12220063,Ziyoda,ISE,Kang Daehyun,ziyoda20@inha.edu,010-4490-2602,1995-09-17,F,"84 Geumgang-Ro, Seo-Gu, Incheon 122837",6,2.82,Full Tuition Fee,0
12220064,Islom,ISE,Kim Seokjin,islom55@inha.edu,010-3961-2449,1998-12-06,M,"49 Geumgang-Ro, Gyeyang-Gu, Incheon 120009",6,2.91,Full Tuition Fee,0
12220065,Park Hyunjin,IBT,Choi Minseo,hyunjin3@inha.edu,010-8413-4422,2005-09-28,M,"33 Jungang-Ro, Namdong-Gu, Incheon 129937",6,3.18,Full Tuition Fee,0
12220066,Madina,ISE,Lee Hana,madina34@inha.edu,010-7204-6415,2005-07-22,F,"93 Geumgang-Ro, Yeonsu-Gu, Incheon 123814",6,2.11,Full Tuition Fee,Kayaking
12220067,Park Hyunjin,IBT,Choi Minseo,hyunjin58@inha.edu,010-1374-6195,2000-07-05,M,"79 Myeongdong-Ro, Bupyeong-Gu, Incheon 124128",6,3.32,Full Tuition Fee,Debate Team
12220068,Malika,ISE,Park Jimin,malika97@inha.edu,010-6978-2680,1998-06-08,F,"11 Jungang-Ro, Namdong-Gu, Incheon 128027",6,3.32,Full Tuition Fee,0
12220069,Park Hyunjin,IBT,Park Jimin,hyunjin61@inha.edu,010-8852-1020,2004-08-07,M,"77 Jungang-Ro, Gyeyang-Gu, Incheon 123242",6,2.07,Full Tuition Fee,Rock Climbing
12220070,Nguyen Hoa,KLC,Kim Seokjin,hoa37@inha.edu,010-5718-2029,1997-10-09,F,"37 Geumgang-Ro, Bupyeong-Gu, Incheon 125709",6,2.81,25%,Drama Club
12220071,Madina,ISE,Choi Minseo,madina13@inha.edu,010-6974-5084,2004-02-25,F,"32 Ondang-Ro, Namdong-Gu, Incheon 121773",6,3.24,Full Tuition Fee,Drama Club
12220072,Yamada Taro,KLC,Jung Hoseok,taro38@inha.edu,010-6385-5920,1995-02-26,M,"14 Ondang-Ro, Gyeyang-Gu, Incheon 123622",6,2.76,100%,Rock Climbing
12220073,Nguyen Hoa,KLC,Choi Minseo,hoa93@inha.edu,010-6345-2711,1997-04-21,F,"17 Geumgang-Ro, Yeonsu-Gu, Incheon 122482",6,2.55,25%,Rock Climbing
12220074,Lee Jisoo,IBT,Kim Seokjin,jisoo81@inha.edu,010-6708-5529,2002-07-27,F,"86 Myeongdong-Ro, Namdong-Gu, Incheon 126878",6,2.37,Full Tuition Fee,Debate Team
12220075,Islom,ISE,Jung Hoseok,islom99@inha.edu,010-7668-6091,2001-12-27,M,"27 Jungang-Ro, Gyeyang-Gu, Incheon 122435",6,2.55,25%,Kayaking
12220076,Aibek Temir,KLC,Choi Minseo,temir53@inha.edu,010-8195-9443,2002-12-15,M,"68 Cheongun-Ro, Yeonsu-Gu, Incheon 129394",6,2.37,Full Tuition Fee,Skating
12220077,Madina,ISE,Kim Seokjin,madina25@inha.edu,010-7402-8740,1997-05-26,F,"53 Ondang-Ro, Namdong-Gu, Incheon 128438",6,3.75,50%,Kayaking
12220078,Choi Soojin,IBT,Jung Eunji,soojin17@inha.edu,010-2446-9726,2003-11-08,F,"2 Geumgang-Ro, Seo-Gu, Incheon 120858",6,3.89,25%,Kayaking
12220079,Park Hyunjin,IBT,Jung Eunji,hyunjin32@inha.edu,010-1512-3768,1995-12-14,M,"49 Geumgang-Ro, Bupyeong-Gu, Incheon 124020",6,4.04,100%,Music Society
12220080,Kang Seoyeon,IBT,Park Jimin,seoyeon34@inha.edu,010-8194-3961,2003-12-23,F,"14 Jungang-Ro, Namdong-Gu, Incheon 128682",6,2.25,25%,Kayaking
12220081,Shohjahon,ISE,Jung Hoseok,shohjahon7@inha.edu,010-2074-4188,1998-01-16,M,"22 Myeongdong-Ro, Yeonsu-Gu, Incheon 129106",6,4.41,Full Tuition Fee,Dance Club
12220082,Kim Minho,IBT,Choi Minseo,minho3@inha.edu,010-5711-8898,2000-04-04,M,"29 Ondang-Ro, Seo-Gu, Incheon 129737",6,2.77,Full Tuition Fee,Game Programming
12220083,Sarvar,ISE,Jung Eunji,sarvar25@inha.edu,010-7144-6365,2003-11-10,M,"25 Myeongdong-Ro, Yeonsu-Gu, Incheon 129833",6,2.34,25%,Skating
12220084,Azizbek,ISE,Kang Daehyun,azizbek66@inha.edu,010-8487-9305,2000-11-14,M,"29 Cheongun-Ro, Namdong-Gu, Incheon 120472",6,3.96,Full Tuition Fee,Dance Club
12220085,Jahongir,ISE,Jung Hoseok,jahongir57@inha.edu,010-7807-4327,1997-10-28,M,"58 Jungang-Ro, Bupyeong-Gu, Incheon 124229",6,2.23,50%,Dance Club
12220086,Kang Seoyeon,IBT,Park Jimin,seoyeon40@inha.edu,010-7556-5666,1997-06-25,F,"81 Geumgang-Ro, Bupyeong-Gu, Incheon 127088",6,3.65,25%,Drama Club
12220087,Ruslan Bakyt,KLC,Jung Hoseok,bakyt55@inha.edu,010-2918-2943,1996-06-14,M,"90 Myeongdong-Ro, Gyeyang-Gu, Incheon 129995",6,3.21,Full Tuition Fee,0
12220088,Sarvar,ISE,Lee Hana,sarvar5@inha.edu,010-4680-1065,1996-04-09,M,"69 Cheongun-Ro, Namdong-Gu, Incheon 122064",6,3.64,50%,Debate Team
12220089,Kang Seoyeon,IBT,Jung Hoseok,seoyeon25@inha.edu,010-6510-9422,1999-03-17,F,"50 Geumgang-Ro, Seo-Gu, Incheon 120778",6,3.71,50%,Drama Club
12220090,Shohjahon,ISE,Lee Hana,shohjahon77@inha.edu,010-9960-7468,1999-06-25,M,"35 Myeongdong-Ro, Yeonsu-Gu, Incheon 127751",6,2.16,25%,Rock Climbing
12220091,Shohjahon,ISE,Kang Daehyun,shohjahon79@inha.edu,010-4106-7068,2001-11-06,M,"12 Cheongun-Ro, Namdong-Gu, Incheon 123072",6,4.17,Full Tuition Fee,0
12220092,Aibek Temir,KLC,Kim Seokjin,temir55@inha.edu,010-1659-2764,1999-10-04,M,"18 Myeongdong-Ro, Yeonsu-Gu, Incheon 126606",6,2.66,100%,0
12220093,Madina,ISE,Choi Minseo,madina54@inha.edu,010-5998-9582,2001-06-17,F,"21 Jungang-Ro, Gyeyang-Gu, Incheon 123641",6,2.2,50%,Skating
12220094,Hadi Budi,KLC,Jung Hoseok,budi18@inha.edu,010-4260-9449,2003-10-06,M,"35 Cheongun-Ro, Yeonsu-Gu, Incheon 125803",6,3.69,50%,Debate Team
12220095,Kobayashi Riku,KLC,Kang Daehyun,riku62@inha.edu,010-3221-8358,1999-07-15,M,"18 Geumgang-Ro, Gyeyang-Gu, Incheon 126013",6,3.03,50%,Skating
12220096,Madina,ISE,Jung Eunji,madina53@inha.edu,010-3735-5426,2002-09-03,F,"2 Ondang-Ro, Seo-Gu, Incheon 129966",6,2.01,Full Tuition Fee,Dance Club
12220097,Kobayashi Riku,KLC,Choi Minseo,riku38@inha.edu,010-9840-9003,2000-08-01,M,"5 Myeongdong-Ro, Gyeyang-Gu, Incheon 129248",6,2.4,25%,Kayaking
12220098,Choi Soojin,IBT,Lee Hana,soojin42@inha.edu,010-2973-5801,1996-03-15,F,"3 Geumgang-Ro, Gyeyang-Gu, Incheon 120910",6,3.66,Full Tuition Fee,Debate Team
12220099,Islom,ISE,Park Jimin,islom69@inha.edu,010-1337-8438,2005-07-26,M,"12 Ondang-Ro, Namdong-Gu, Incheon 120449",6,3.7,50%,Game Programming
12220100,Nguyen Hoa,KLC,Kang Daehyun,hoa45@inha.edu,010-8588-8302,2000-07-09,F,"29 Myeongdong-Ro, Seo-Gu, Incheon 124277",6,3.49,Full Tuition Fee,Dance Club
12220101,Park Hyunjin,IBT,Kang Daehyun,hyunjin23@inha.edu,010-3275-3925,2001-09-09,M,"67 Myeongdong-Ro, Bupyeong-Gu, Incheon 129751",6,2.36,50%,Kayaking
12220102,Madina,ISE,Jung Eunji,madina57@inha.edu,010-9261-8421,1998-12-03,F,"55 Jungang-Ro, Seo-Gu, Incheon 120473",6,4.45,100%,Music Society
12220103,Azizbek,ISE,Lee Hana,azizbek36@inha.edu,010-4335-8085,2002-12-02,M,"88 Cheongun-Ro, Namdong-Gu, Incheon 120966",6,2.99,Full Tuition Fee,Drama Club
12220104,Kim Minho,IBT,Choi Minseo,minho15@inha.edu,010-4408-5687,1997-05-16,M,"19 Ondang-Ro, Gyeyang-Gu, Incheon 122471",6,3.08,50%,Music Society
12220105,Malika,ISE,Jung Eunji,malika91@inha.edu,010-5886-6738,1998-06-07,F,"97 Ondang-Ro, Yeonsu-Gu, Incheon 127236",6,2.73,50%,Music Society
12220106,Gulnoza,ISE,Lee Hana,gulnoza67@inha.edu,010-1929-7997,1996-10-02,F,"7 Myeongdong-Ro, Gyeyang-Gu, Incheon 128557",6,3.43,100%,0
12220107,Jahongir,ISE,Jung Eunji,jahongir7@inha.edu,010-6872-4312,1997-03-03,M,"33 Ondang-Ro, Seo-Gu, Incheon 123374",6,4.14,25%,Drama Club
12220108,Jung Donghyun,IBT,Jung Hoseok,donghyun18@inha.edu,010-1473-1631,2004-07-19,M,"61 Jungang-Ro, Seo-Gu, Incheon 122806",6,4.27,50%,Music Society
12220109,Kang Seoyeon,IBT,Jung Eunji,seoyeon34@inha.edu,010-3202-8604,2001-01-25,F,"12 Jungang-Ro, Seo-Gu, Incheon 129605",6,3.71,Full Tuition Fee,Skating
12220110,Jung Donghyun,IBT,Kim Seokjin,donghyun72@inha.edu,010-4439-3856,1995-12-18,M,"54 Myeongdong-Ro, Yeonsu-Gu, Incheon 123507",6,3.31,Full Tuition Fee,Music Society
12220111,Shohjahon,ISE,Lee Hana,shohjahon51@inha.edu,010-6384-3009,1996-09-28,M,"44 Ondang-Ro, Namdong-Gu, Incheon 122699",6,2.19,Full Tuition Fee,Game Programming
12220112,Jahongir,ISE,Jung Hoseok,jahongir1@inha.edu,010-6846-1540,1996-05-16,M,"59 Geumgang-Ro, Gyeyang-Gu, Incheon 124822",6,4.17,Full Tuition Fee,Debate Team
