Student ID,Name,Faculty,Advisor's Name,Email,Phone Number,Date of Birth,Gender,Address,Semesters,Scholarship Status / Tuition Fees,Clubs Attending,Password,Nationality
12210122,Ziyoda,ISE,Jung Eunji,ziyoda52@inha.edu,1048976832,20021213,F,"24 MyeongdongRo, BupyeongGu, Incheon 121340",7,0,Music Society,Y'dI.e9#d],India
12210123,Jahongir,ISE,Choi Minseo,jahongir28@inha.edu,1043965734,19961109,M,"12 GeumgangRo, BupyeongGu, Incheon 123680",7,0,Game Programming,<pW>Pp89&|,Uzbekistan
12210124,Lee Jisoo,IBT,Kang Daehyun,jisoo81@inha.edu,1048276667,19990908,F,"27 CheongunRo, YeonsuGu, Incheon 122536",7,25,Game Programming,lPMxGd[=?a,South Korea
12210125,Ziyoda,ISE,Jung Hoseok,ziyoda1@inha.edu,1035528638,19990507,F,"51 CheongunRo, SeoGu, Incheon 124816",7,0,Skating,0XRR]r)]@W,United States
12210126,Kang Seoyeon,IBT,Jung Hoseok,seoyeon55@inha.edu,1075085797,20050205,F,"90 OndangRo, BupyeongGu, Incheon 128478",7,0,Game Programming,".'J,5p_~q*",South Korea
12210127,Choi Soojin,IBT,Kang Daehyun,soojin33@inha.edu,1015004630,19980326,F,"24 GeumgangRo, NamdongGu, Incheon 126314",7,0,Music Society,M<!Ey^}7!N,United States
12210128,Ziyoda,ISE,Kim Seokjin,ziyoda97@inha.edu,1031719852,20041017,F,"37 CheongunRo, YeonsuGu, Incheon 125391",7,0,Drama Club,"MPx1z7Ky,i",India
12210129,Lee Jisoo,IBT,Jung Eunji,jisoo91@inha.edu,1072431271,19980416,F,"41 OndangRo, BupyeongGu, Incheon 127745",7,100,Game Programming,!eJt&A#VK4,South Korea
12210130,Ruslan Bakyt,KLC,Lee Hana,bakyt98@inha.edu,1011018043,20010828,M,"63 OndangRo, BupyeongGu, Incheon 122972",7,100,Rock Climbing,P84<]29iP$,Germany
12210131,Lee Jisoo,IBT,Choi Minseo,jisoo40@inha.edu,1069079157,20011022,F,"82 JungangRo, SeoGu, Incheon 129429",7,50,Skating,"GV.%A%,*o",South Korea
12210132,Choi Soojin,IBT,Jung Hoseok,soojin80@inha.edu,1095701562,20031122,F,"53 JungangRo, NamdongGu, Incheon 128575",7,100,Kayaking,M#oOqng(8j,Brazil
12210133,Islom,ISE,Choi Minseo,islom21@inha.edu,1066105714,20000207,M,"78 OndangRo, SeoGu, Incheon 120228",7,0,Skating,(>L+nbuoE4,Germany
12210134,Gulnoza,ISE,Choi Minseo,gulnoza58@inha.edu,1027531693,19990113,F,"63 OndangRo, YeonsuGu, Incheon 123366",7,25,0,fbR&rI8Ktx,Germany
12220000,Kim Minho,IBT,Jung Hoseok,minho78@inha.edu,1037573596,19950814,M,"32 CheongunRo, YeonsuGu, Incheon 124235",6,25,0,@doB{dSK6O,South Korea
12220001,Jung Donghyun,IBT,Choi Minseo,donghyun98@inha.edu,1051079601,19971117,M,"71 CheongunRo, GyeyangGu, Incheon 129811",6,100,0,<6W|`;Gg|%,United States
12220002,Jung Donghyun,IBT,Lee Hana,donghyun40@inha.edu,1030774577,20030411,M,"28 OndangRo, GyeyangGu, Incheon 122211",6,0,Skating,&nITb5*R:j,Germany
12220003,Gulnoza,ISE,Choi Minseo,gulnoza73@inha.edu,1053422334,20050801,F,"68 JungangRo, GyeyangGu, Incheon 127638",6,50,Music Society,{mrgM'\Uji,Australia
12220004,Dilnoza,ISE,Lee Hana,dilnoza26@inha.edu,1079005139,20031217,F,"67 OndangRo, SeoGu, Incheon 124647",6,0,Music Society,"Jk^""/\N9An",India
12220005,Lee Jisoo,IBT,Lee Hana,jisoo94@inha.edu,1036919105,20011219,F,"75 JungangRo, GyeyangGu, Incheon 122636",6,0,Music Society,m*:IMt+Ii*,South Korea
12220006,Islom,ISE,Park Jimin,islom10@inha.edu,1037039221,20050323,M,"97 JungangRo, NamdongGu, Incheon 124718",6,50,Dance Club,j=*fF+&_o,Germany
12220007,Kang Seoyeon,IBT,Lee Hana,seoyeon28@inha.edu,1073585040,19980723,F,"73 OndangRo, BupyeongGu, Incheon 127510",6,0,0,eNH(]LPzQ},South Korea
12220008,Jahongir,ISE,Kang Daehyun,jahongir64@inha.edu,1089493255,19980323,M,"37 JungangRo, NamdongGu, Incheon 126136",6,100,Rock Climbing,1#xr~Ww_uz,Uzbekistan
12220009,Shohjahon,ISE,Kang Daehyun,shohjahon1@inha.edu,1026019186,20050612,M,"9 JungangRo, NamdongGu, Incheon 121882",6,0,Dance Club,"HWj#M)Di""",Australia
12220010,Nazira Erkin,KLC,Choi Minseo,erkin43@inha.edu,1096605443,19950825,F,"99 OndangRo, GyeyangGu, Incheon 125760",6,0,Skating,V83oge4$B^,Uzbekistan
12220011,Park Hyunjin,IBT,Park Jimin,hyunjin75@inha.edu,1048099207,20041225,M,"7 GeumgangRo, SeoGu, Incheon 129687",6,0,Dance Club,@cr=O:w*H8,South Korea
12220012,Min Win,KLC,Kang Daehyun,win57@inha.edu,1020035450,19971122,M,"31 GeumgangRo, BupyeongGu, Incheon 123484",6,50,Debate Team,"M""]g@jT#m1",Australia
12220013,Thuzar Hnin,KLC,Choi Minseo,hnin96@inha.edu,1072777284,20050420,F,"29 GeumgangRo, NamdongGu, Incheon 126960",6,0,0,%#es$}f5QM,United States
12220014,Lee Jisoo,IBT,Choi Minseo,jisoo83@inha.edu,1077986543,20040715,F,"57 GeumgangRo, NamdongGu, Incheon 124142",6,50,Dance Club,{=[;TNy$Xm,South Korea
12220015,Tanaka Haruka,KLC,Kang Daehyun,haruka14@inha.edu,1096895269,19980608,F,"96 OndangRo, GyeyangGu, Incheon 129528",6,0,Drama Club,(eFj9.Z]75,United States
12220016,Ziyoda,ISE,Jung Hoseok,ziyoda48@inha.edu,1052487601,20001222,F,"58 CheongunRo, YeonsuGu, Incheon 124030",6,100,Dance Club,ZU|e}]1]4<,India
12220017,Park Hyunjin,IBT,Jung Hoseok,hyunjin15@inha.edu,1060057120,19951011,M,"81 OndangRo, GyeyangGu, Incheon 123728",6,25,Kayaking,2TBL|3.mxa,South Korea
12220018,Gulnoza,ISE,Jung Hoseok,gulnoza26@inha.edu,1048722616,19981108,F,"41 CheongunRo, SeoGu, Incheon 124016",6,100,Drama Club,KhQV7O1+<H,India
12220019,Choi Soojin,IBT,Jung Eunji,soojin11@inha.edu,1027484657,20030521,F,"57 JungangRo, BupyeongGu, Incheon 121730",6,0,Skating,"3cRfQ,R9$.",Germany
12220020,Jung Donghyun,IBT,Lee Hana,donghyun13@inha.edu,1044112339,20010318,M,"30 JungangRo, SeoGu, Incheon 120152",6,50,Debate Team,_e?|'}qwvj,Germany
12220021,Jung Donghyun,IBT,Lee Hana,donghyun46@inha.edu,1033118945,20001210,M,"18 MyeongdongRo, BupyeongGu, Incheon 123558",6,25,Drama Club,ptTQTsK8],India
12220022,Choi Soojin,IBT,Choi Minseo,soojin61@inha.edu,1075008858,19960617,F,"84 CheongunRo, YeonsuGu, Incheon 129400",6,0,0,41w+B*f#p],Germany
12220023,Jung Donghyun,IBT,Park Jimin,donghyun83@inha.edu,1051325351,20020404,M,"12 GeumgangRo, BupyeongGu, Incheon 120673",6,25,Skating,)dSn!p}KMS,Brazil
12220024,Jahongir,ISE,Jung Hoseok,jahongir56@inha.edu,1060964084,20031012,M,"82 JungangRo, BupyeongGu, Incheon 124979",6,100,Music Society,tG8>!L4`\C,Uzbekistan
12220025,Jahongir,ISE,Kang Daehyun,jahongir82@inha.edu,1039602531,20020618,M,"87 JungangRo, SeoGu, Incheon 128945",6,50,Drama Club,=o(DK[L]GV,Uzbekistan
12220026,Bekbolot Akyl,KLC,Park Jimin,akyl37@inha.edu,1052389013,19990804,M,"44 MyeongdongRo, SeoGu, Incheon 121155",6,0,Music Society,MM'Dx9fSi,Australia
12220027,Gulnoza,ISE,Kang Daehyun,gulnoza68@inha.edu,1072547193,19950404,F,"15 MyeongdongRo, GyeyangGu, Incheon 124240",6,0,0,GaB7LW<a}J,India
12220028,Kang Seoyeon,IBT,Jung Hoseok,seoyeon5@inha.edu,1036095182,19970503,F,"31 GeumgangRo, NamdongGu, Incheon 121752",6,25,Skating,p]z7iQ|z=+,South Korea
12220029,Kim Minho,IBT,Jung Hoseok,minho85@inha.edu,1015212565,19960214,M,"51 CheongunRo, YeonsuGu, Incheon 122808",6,0,Drama Club,RO^Dz<%35,South Korea
12220030,Ziyoda,ISE,Kang Daehyun,ziyoda9@inha.edu,1042596702,20040423,F,"63 CheongunRo, SeoGu, Incheon 127162",6,50,Dance Club,E0<.28$.&,Brazil
12220031,Jung Donghyun,IBT,Kang Daehyun,donghyun34@inha.edu,1062445440,19990515,M,"21 GeumgangRo, SeoGu, Incheon 127808",6,100,Skating,%]OLvBa;/p,United States
12220032,Choi Soojin,IBT,Park Jimin,soojin67@inha.edu,1050941845,19991103,F,"74 GeumgangRo, NamdongGu, Incheon 124656",6,100,Drama Club,+d13f%*uz`,India
12220033,Thuzar Hnin,KLC,Kang Daehyun,hnin16@inha.edu,1065079947,20020718,F,"73 JungangRo, YeonsuGu, Incheon 122146",6,25,Kayaking,WHj`(GPl@],United States
12220034,Madina,ISE,Kang Daehyun,madina61@inha.edu,1012027163,20020104,F,"92 OndangRo, SeoGu, Incheon 128614",6,100,Kayaking,>*w{*[mH6},Uzbekistan
12220035,Choi Soojin,IBT,Choi Minseo,soojin58@inha.edu,1016094388,20040820,F,"6 JungangRo, SeoGu, Incheon 128560",6,0,Game Programming,d6{r<^X|8C,Australia
12220036,Azizbek,ISE,Park Jimin,azizbek14@inha.edu,1011638094,19991212,M,"90 MyeongdongRo, GyeyangGu, Incheon 126719",6,0,Rock Climbing,Hwnt*u|.Z,India
12220037,Kang Seoyeon,IBT,Jung Hoseok,seoyeon31@inha.edu,1092098298,19980525,F,"92 CheongunRo, GyeyangGu, Incheon 126862",6,0,0,7.Y:B/PcOJ,South Korea
12220038,Jung Donghyun,IBT,Lee Hana,donghyun1@inha.edu,1017505027,19970102,M,"39 MyeongdongRo, NamdongGu, Incheon 128465",6,25,Debate Team,.u\70)x=il,India
12220039,Gulnoza,ISE,Choi Minseo,gulnoza48@inha.edu,1049156222,19950922,F,"18 JungangRo, YeonsuGu, Incheon 123972",6,25,Music Society,;Onn}+g9XX,India
12220040,Choi Soojin,IBT,Jung Eunji,soojin95@inha.edu,1047433495,20021211,F,"92 CheongunRo, SeoGu, Incheon 126530",6,25,0,F8|*>UKn+f,India
12220041,Madina,ISE,Kim Seokjin,madina54@inha.edu,1039346009,20020327,F,"48 MyeongdongRo, SeoGu, Incheon 129598",6,100,Skating,"Xu&om9$a_""",Uzbekistan
12220042,Nguyen Hoa,KLC,Park Jimin,hoa25@inha.edu,1030538074,20011005,F,"19 GeumgangRo, GyeyangGu, Incheon 127852",6,25,0,P<\x{m|JIx,United States
12220043,Kim Minho,IBT,Kim Seokjin,minho97@inha.edu,1088962620,19980611,M,"32 OndangRo, SeoGu, Incheon 123501",6,0,Dance Club,%.{5O./n+B,South Korea
12220044,Kim Minho,IBT,Lee Hana,minho9@inha.edu,1063857377,20000204,M,"41 GeumgangRo, GyeyangGu, Incheon 124680",6,0,Rock Climbing,SbQ%OuwB|`,South Korea
12220045,Jung Donghyun,IBT,Jung Hoseok,donghyun87@inha.edu,1061322139,20000509,M,"85 GeumgangRo, SeoGu, Incheon 120654",6,25,Rock Climbing,hrO\Kt_o^P,United States
12220046,Kim Minho,IBT,Lee Hana,minho7@inha.edu,1018274061,19991214,M,"1 GeumgangRo, SeoGu, Incheon 121774",6,0,Kayaking,"GwUt""alMat",South Korea
12220047,Ruslan Bakyt,KLC,Park Jimin,bakyt9@inha.edu,1055228696,19960727,M,"92 JungangRo, SeoGu, Incheon 122434",6,0,Drama Club,"0<;Om^n""Yg",India
12220048,Kim Minho,IBT,Kang Daehyun,minho5@inha.edu,1086298772,20000409,M,"2 MyeongdongRo, BupyeongGu, Incheon 125438",6,0,0,"v:{""R%bKy]",South Korea
12220049,Gulnoza,ISE,Kang Daehyun,gulnoza50@inha.edu,1074259672,19970117,F,"4 MyeongdongRo, BupyeongGu, Incheon 127892",6,0,Skating,VGeYdhR{74,Australia
12220050,Dilnoza,ISE,Kang Daehyun,dilnoza62@inha.edu,1068836099,19981212,F,"13 CheongunRo, NamdongGu, Incheon 129820",6,0,Drama Club,5Tpf79&<B,Germany
12220051,Adi Putri,KLC,Jung Hoseok,putri49@inha.edu,1016926623,19970203,F,"95 MyeongdongRo, BupyeongGu, Incheon 129912",6,25,Music Society,"8Fm0""lvL5>",Germany
12220052,Kim Minho,IBT,Kang Daehyun,minho15@inha.edu,1060481981,20050220,M,"41 OndangRo, NamdongGu, Incheon 126995",6,0,Music Society,':u6cz:KNw,South Korea
12220053,Kim Minho,IBT,Kim Seokjin,minho13@inha.edu,1096813336,19960213,M,"67 MyeongdongRo, BupyeongGu, Incheon 124045",6,0,Game Programming,C#QrnL@]S=,South Korea
12220054,Kang Seoyeon,IBT,Park Jimin,seoyeon38@inha.edu,1023276934,20030723,F,"25 MyeongdongRo, GyeyangGu, Incheon 124219",6,0,Dance Club,:x7\SXtTY^,South Korea
12220055,Islom,ISE,Jung Eunji,islom29@inha.edu,1049988093,20021115,M,"61 MyeongdongRo, GyeyangGu, Incheon 124880",6,0,0,S4[XE03Cn{,Australia
12220056,Aibek Temir,KLC,Lee Hana,temir65@inha.edu,1089859689,20000221,M,"78 JungangRo, NamdongGu, Incheon 122478",6,100,0,"Bas9uy5G,y",United States
12220057,Park Hyunjin,IBT,Kim Seokjin,hyunjin38@inha.edu,1090876826,19971212,M,"23 MyeongdongRo, BupyeongGu, Incheon 126867",6,25,0,.TW0dcTupT,South Korea
12220058,Madina,ISE,Kim Seokjin,madina39@inha.edu,1021766258,19990119,F,"58 CheongunRo, YeonsuGu, Incheon 120535",6,0,Dance Club,Qg6$`hdExU,Uzbekistan
12220059,Dilnoza,ISE,Park Jimin,dilnoza60@inha.edu,1077583843,20010603,F,"80 CheongunRo, GyeyangGu, Incheon 126111",6,0,Game Programming,"W2szu""$E~%",India
12220060,Malika,ISE,Lee Hana,malika83@inha.edu,1013599318,19990219,F,"18 JungangRo, GyeyangGu, Incheon 128102",6,0,0,>OMON[&D~C,Germany
12220061,Park Hyunjin,IBT,Kim Seokjin,hyunjin93@inha.edu,1061613893,20050103,M,"28 OndangRo, BupyeongGu, Incheon 121126",6,50,Music Society,uj|j!r<mX4,South Korea
12220062,Jung Donghyun,IBT,Jung Hoseok,donghyun41@inha.edu,1063291114,20051012,M,"95 JungangRo, SeoGu, Incheon 124116",6,0,0,a9ht}Z/+0X,Germany
12220063,Ziyoda,ISE,Kang Daehyun,ziyoda20@inha.edu,1044902602,19950917,F,"84 GeumgangRo, SeoGu, Incheon 122837",6,0,0,Yn{[q:xxl?,India
12220064,Islom,ISE,Kim Seokjin,islom55@inha.edu,1039612449,19981206,M,"49 GeumgangRo, GyeyangGu, Incheon 120009",6,0,0,ahF1fs&hI?,Germany
12220065,Park Hyunjin,IBT,Choi Minseo,hyunjin3@inha.edu,1084134422,20050928,M,"33 JungangRo, NamdongGu, Incheon 129937",6,0,0,"1V<rYld""eX",South Korea
12220066,Madina,ISE,Lee Hana,madina34@inha.edu,1072046415,20050722,F,"93 GeumgangRo, YeonsuGu, Incheon 123814",6,0,Kayaking,`R'|31`8?(,Uzbekistan
12220067,Park Hyunjin,IBT,Choi Minseo,hyunjin58@inha.edu,1013746195,20000705,M,"79 MyeongdongRo, BupyeongGu, Incheon 124128",6,0,Debate Team,\iBsYl><Eu,South Korea
12220068,Malika,ISE,Park Jimin,malika97@inha.edu,1069782680,19980608,F,"11 JungangRo, NamdongGu, Incheon 128027",6,0,0,ic0C:iiRq,Australia
12220069,Park Hyunjin,IBT,Park Jimin,hyunjin61@inha.edu,1088521020,20040807,M,"77 JungangRo, GyeyangGu, Incheon 123242",6,0,Rock Climbing,"=.!Ph""|uN$",South Korea
12220070,Nguyen Hoa,KLC,Kim Seokjin,hoa37@inha.edu,1057182029,19971009,F,"37 GeumgangRo, BupyeongGu, Incheon 125709",6,25,Drama Club,"|7""L|8,5)",Australia
12220071,Madina,ISE,Choi Minseo,madina13@inha.edu,1069745084,20040225,F,"32 OndangRo, NamdongGu, Incheon 121773",6,0,Drama Club,O1Zq;<Ep5N,Uzbekistan
12220072,Yamada Taro,KLC,Jung Hoseok,taro38@inha.edu,1063855920,19950226,M,"14 OndangRo, GyeyangGu, Incheon 123622",6,100,Rock Climbing,)<?l<zK&$+,India
12220073,Nguyen Hoa,KLC,Choi Minseo,hoa93@inha.edu,1063452711,19970421,F,"17 GeumgangRo, YeonsuGu, Incheon 122482",6,25,Rock Climbing,;%}D;WR(^z,Australia
12220074,Lee Jisoo,IBT,Kim Seokjin,jisoo81@inha.edu,1067085529,20020727,F,"86 MyeongdongRo, NamdongGu, Incheon 126878",6,0,Debate Team,VPY{kxBJd<,South Korea
12220075,Islom,ISE,Jung Hoseok,islom99@inha.edu,1076686091,20011227,M,"27 JungangRo, GyeyangGu, Incheon 122435",6,25,Kayaking,^~r6uCGHM2,Germany
12220076,Aibek Temir,KLC,Choi Minseo,temir53@inha.edu,1081959443,20021215,M,"68 CheongunRo, YeonsuGu, Incheon 129394",6,0,Skating,$;<2dJRHUR,Brazil
12220077,Madina,ISE,Kim Seokjin,madina25@inha.edu,1074028740,19970526,F,"53 OndangRo, NamdongGu, Incheon 128438",6,50,Kayaking,bP04Pe@J7W,Uzbekistan
12220078,Choi Soojin,IBT,Jung Eunji,soojin17@inha.edu,1024469726,20031108,F,"2 GeumgangRo, SeoGu, Incheon 120858",6,25,Kayaking,2L.Z~;h6Sy,United States
12220079,Park Hyunjin,IBT,Jung Eunji,hyunjin32@inha.edu,1015123768,19951214,M,"49 GeumgangRo, BupyeongGu, Incheon 124020",6,100,Music Society,"}dU,MSC=P""",South Korea
12220080,Kang Seoyeon,IBT,Park Jimin,seoyeon34@inha.edu,1081943961,20031223,F,"14 JungangRo, NamdongGu, Incheon 128682",6,25,Kayaking,!p(2:uYyqq,South Korea
12220081,Shohjahon,ISE,Jung Hoseok,shohjahon7@inha.edu,1020744188,19980116,M,"22 MyeongdongRo, YeonsuGu, Incheon 129106",6,0,Dance Club,;1>O?`Z|hg,Australia
12220082,Kim Minho,IBT,Choi Minseo,minho3@inha.edu,1057118898,20000404,M,"29 OndangRo, SeoGu, Incheon 129737",6,0,Game Programming,_f;$I02/z8,South Korea
12220083,Sarvar,ISE,Jung Eunji,sarvar25@inha.edu,1071446365,20031110,M,"25 MyeongdongRo, YeonsuGu, Incheon 129833",6,25,Skating,yBIMk@|/+f,United States
12220084,Azizbek,ISE,Kang Daehyun,azizbek66@inha.edu,1084879305,20001114,M,"29 CheongunRo, NamdongGu, Incheon 120472",6,0,Dance Club,v]BPO3bH[},Germany
12220085,Jahongir,ISE,Jung Hoseok,jahongir57@inha.edu,1078074327,19971028,M,"58 JungangRo, BupyeongGu, Incheon 124229",6,50,Dance Club,k&l+.#T}i.,Uzbekistan
12220086,Kang Seoyeon,IBT,Park Jimin,seoyeon40@inha.edu,1075565666,19970625,F,"81 GeumgangRo, BupyeongGu, Incheon 127088",6,25,Drama Club,93^/Z\J2H7,South Korea
12220087,Ruslan Bakyt,KLC,Jung Hoseok,bakyt55@inha.edu,1029182943,19960614,M,"90 MyeongdongRo, GyeyangGu, Incheon 129995",6,0,0,}4P!zol*T],Germany
12220088,Sarvar,ISE,Lee Hana,sarvar5@inha.edu,1046801065,19960409,M,"69 CheongunRo, NamdongGu, Incheon 122064",6,50,Debate Team,"uh7\,*o>8:",Germany
12220089,Kang Seoyeon,IBT,Jung Hoseok,seoyeon25@inha.edu,1065109422,19990317,F,"50 GeumgangRo, SeoGu, Incheon 120778",6,50,Drama Club,O1^}1dPFDk,South Korea
12220090,Shohjahon,ISE,Lee Hana,shohjahon77@inha.edu,1099607468,19990625,M,"35 MyeongdongRo, YeonsuGu, Incheon 127751",6,25,Rock Climbing,}n3!\?D*m&,Brazil
12220091,Shohjahon,ISE,Kang Daehyun,shohjahon79@inha.edu,1041067068,20011106,M,"12 CheongunRo, NamdongGu, Incheon 123072",6,0,0,@cuarv$kKi,Germany
12220092,Aibek Temir,KLC,Kim Seokjin,temir55@inha.edu,1016592764,19991004,M,"18 MyeongdongRo, YeonsuGu, Incheon 126606",6,100,0,"mX;4u$'""g",Germany
12220093,Madina,ISE,Choi Minseo,madina54@inha.edu,1059989582,20010617,F,"21 JungangRo, GyeyangGu, Incheon 123641",6,50,Skating,yk#J)QgpI,Uzbekistan
12220094,Hadi Budi,KLC,Jung Hoseok,budi18@inha.edu,1042609449,20031006,M,"35 CheongunRo, YeonsuGu, Incheon 125803",6,50,Debate Team,"'P:ylgt""}'",India
12220095,Kobayashi Riku,KLC,Kang Daehyun,riku62@inha.edu,1032218358,19990715,M,"18 GeumgangRo, GyeyangGu, Incheon 126013",6,50,Skating,>Z&Y_]\l{N,Australia
12220096,Madina,ISE,Jung Eunji,madina53@inha.edu,1037355426,20020903,F,"2 OndangRo, SeoGu, Incheon 129966",6,0,Dance Club,q8X[<+%;n\,Uzbekistan
12220097,Kobayashi Riku,KLC,Choi Minseo,riku38@inha.edu,1098409003,20000801,M,"5 MyeongdongRo, GyeyangGu, Incheon 129248",6,25,Kayaking,"x~AKD,_94*",Australia
12220098,Choi Soojin,IBT,Lee Hana,soojin42@inha.edu,1029735801,19960315,F,"3 GeumgangRo, GyeyangGu, Incheon 120910",6,0,Debate Team,E(Px(s[O)k,India
12220099,Islom,ISE,Park Jimin,islom69@inha.edu,1013378438,20050726,M,"12 OndangRo, NamdongGu, Incheon 120449",6,50,Game Programming,MK&?>_@BhQ,Australia
12220100,Nguyen Hoa,KLC,Kang Daehyun,hoa45@inha.edu,1085888302,20000709,F,"29 MyeongdongRo, SeoGu, Incheon 124277",6,0,Dance Club,"m3!ueY,:.d",United States
12220101,Park Hyunjin,IBT,Kang Daehyun,hyunjin23@inha.edu,1032753925,20010909,M,"67 MyeongdongRo, BupyeongGu, Incheon 129751",6,50,Kayaking,"+^Up!W4"".}",South Korea
12220102,Madina,ISE,Jung Eunji,madina57@inha.edu,1092618421,19981203,F,"55 JungangRo, SeoGu, Incheon 120473",6,100,Music Society,#I*yAeiWGi,Uzbekistan
12220103,Azizbek,ISE,Lee Hana,azizbek36@inha.edu,1043358085,20021202,M,"88 CheongunRo, NamdongGu, Incheon 120966",6,0,Drama Club,8+6//6AR|w,India
12220104,Kim Minho,IBT,Choi Minseo,minho15@inha.edu,1044085687,19970516,M,"19 OndangRo, GyeyangGu, Incheon 122471",6,50,Music Society,f%tI*B;/2,South Korea
12220105,Malika,ISE,Jung Eunji,malika91@inha.edu,1058866738,19980607,F,"97 OndangRo, YeonsuGu, Incheon 127236",6,50,Music Society,i#BKJs4(*),Brazil
12220106,Gulnoza,ISE,Lee Hana,gulnoza67@inha.edu,1019297997,19961002,F,"7 MyeongdongRo, GyeyangGu, Incheon 128557",6,100,0,b57*sdVckc,Germany
12220107,Jahongir,ISE,Jung Eunji,jahongir7@inha.edu,1068724312,19970303,M,"33 OndangRo, SeoGu, Incheon 123374",6,25,Drama Club,sE!8e9s^l6,Uzbekistan
12220108,Jung Donghyun,IBT,Jung Hoseok,donghyun18@inha.edu,1014731631,20040719,M,"61 JungangRo, SeoGu, Incheon 122806",6,50,Music Society,}gJ'.FN`C~,United States
12220109,Kang Seoyeon,IBT,Jung Eunji,seoyeon34@inha.edu,1032028604,20010125,F,"12 JungangRo, SeoGu, Incheon 129605",6,0,Skating,$>4m<:Ib<,South Korea
12220110,Jung Donghyun,IBT,Kim Seokjin,donghyun72@inha.edu,1044393856,19951218,M,"54 MyeongdongRo, YeonsuGu, Incheon 123507",6,0,Music Society,:sQ3)kuGXJ,United States
12220111,Shohjahon,ISE,Lee Hana,shohjahon51@inha.edu,1063843009,19960928,M,"44 OndangRo, NamdongGu, Incheon 122699",6,0,Game Programming,JiF*V;B^{R,India
12220112,Jahongir,ISE,Jung Hoseok,jahongir1@inha.edu,1068461540,19960516,M,"59 GeumgangRo, GyeyangGu, Incheon 124822",6,0,Debate Team,i(VH%UFOx?,Uzbekistan
12220113,Gulnoza,ISE,Kang Daehyun,gulnoza12@inha.edu,1092776454,20001226,F,"41 OndangRo, SeoGu, Incheon 127554",6,100,0,Q#M&ogT;&=,Brazil
12220114,Shohjahon,ISE,Park Jimin,shohjahon91@inha.edu,1035387834,19950714,M,"47 CheongunRo, SeoGu, Incheon 125014",6,25,0,Nu#O`:~>n,Brazil
12220115,Ruslan Bakyt,KLC,Choi Minseo,bakyt10@inha.edu,1062147019,19990601,M,"30 OndangRo, NamdongGu, Incheon 123160",6,0,0,)5<rmwK_i<,Australia
12220116,Lee Jisoo,IBT,Park Jimin,jisoo72@inha.edu,1067286487,19990104,F,"56 MyeongdongRo, NamdongGu, Incheon 125834",6,0,Game Programming,fCarD74la!,South Korea
12220117,Shohjahon,ISE,Choi Minseo,shohjahon46@inha.edu,1023387357,19950318,M,"64 MyeongdongRo, GyeyangGu, Incheon 120887",6,0,Dance Club,":5@,`80Y$V",Germany
12220118,Kang Seoyeon,IBT,Kim Seokjin,seoyeon37@inha.edu,1078798868,20010421,F,"39 JungangRo, SeoGu, Incheon 121203",6,0,Music Society,pqr$4/y=il,South Korea
12220119,Kim Minho,IBT,Choi Minseo,minho43@inha.edu,1064117338,20040405,M,"81 OndangRo, NamdongGu, Incheon 121257",6,25,Dance Club,Y?iC=L.@P,South Korea
12220120,Takahashi Mei,KLC,Kim Seokjin,mei91@inha.edu,1013516185,20000825,F,"33 GeumgangRo, BupyeongGu, Incheon 124413",6,0,Debate Team,P'6q}T2q?1,India
12220121,Adi Putri,KLC,Kang Daehyun,putri40@inha.edu,1066272801,19990121,F,"17 JungangRo, SeoGu, Incheon 127732",6,50,Music Society,ngY%G92+>d,Germany
12220122,Park Hyunjin,IBT,Lee Hana,hyunjin92@inha.edu,1064779537,20030617,M,"70 JungangRo, NamdongGu, Incheon 120361",6,50,0,"~,=232i=>",South Korea
12220123,Shohjahon,ISE,Park Jimin,shohjahon19@inha.edu,1069352499,19950721,M,"18 JungangRo, SeoGu, Incheon 127464",6,25,Skating,^8'Sp\.uqa,Australia
12220124,Aung Kyaw,KLC,Jung Hoseok,kyaw35@inha.edu,1068993141,20050202,M,"39 JungangRo, SeoGu, Incheon 121780",6,100,0,iF<^f/2OoY,Australia
12220125,Meerim Zhumagul,KLC,Lee Hana,zhumagul88@inha.edu,1031488968,19990713,F,"88 OndangRo, NamdongGu, Incheon 128833",6,100,0,TFYLxky?QU,Australia
12220126,Choi Soojin,IBT,Kang Daehyun,soojin85@inha.edu,1026565333,20051003,F,"5 OndangRo, SeoGu, Incheon 121681",6,0,Dance Club,"p:pr#Fdn""D",Brazil
12220127,Choi Soojin,IBT,Jung Hoseok,soojin89@inha.edu,1033508919,20000709,F,"60 OndangRo, YeonsuGu, Incheon 129736",6,100,Skating,?hLJ;sMuq{,Germany
12220128,Jung Donghyun,IBT,Kang Daehyun,donghyun77@inha.edu,1077314659,20010109,M,"97 OndangRo, YeonsuGu, Incheon 129650",6,0,Rock Climbing,VaZWwcW)Qy,India
12220129,Shohjahon,ISE,Lee Hana,shohjahon16@inha.edu,1024584010,19991010,M,"9 MyeongdongRo, YeonsuGu, Incheon 126035",6,0,0,.KYV(fU3F1,United States
12220130,Shohjahon,ISE,Lee Hana,shohjahon9@inha.edu,1066889131,19980426,M,"72 CheongunRo, SeoGu, Incheon 129931",6,0,0,"a&[lG,mk$\",Germany
